Name,SubDiv
Saint-Laurent-du-Maroni = GF SLM,
Saint-Laurent-du-Pape,7
Saint-Laurent-du-Plan,33
Saint-Laurent-du-Pont,38
Saint-Laurent-du-Var,6
Saint-Laurent-en-Gâtines,37
Saint-Laurent-en-Grandvaux,39
Saint-Laurent-en-Royans,26
Saint-Laurent-l'Abbaye,58
Saint-Laurent-la-Vallée,24
Saint-Laurent-les-Tours,46
Saint-Laurent-Médoc,33
Saint-Laurent-Nouan,41
Saint-Laurent-sur-Gorre,87
Saint-Laurent-sur-Manoire,24
Saint-Laurent-sur-Mer,14
Saint-Laurent-sur-Saône,1
Saint-Laurent-sur-Sèvre,85
Saint-Leger,76
Saint-Léger,77
Saint-Léger-aux-Bois,76
Saint-Léger-de-Montbrillais,86
Saint-Léger-de-Montbrun,79
Saint-Léger-de-Peyre,48
Saint-Léger-des-Bois,49
Saint-Léger-du-Bourg-Denis,76
Saint-Léger-en-Yvelines,78
Saint-Léger-le-Petit,18
Saint-Léger-les-Vignes,44
Saint-Léger-sous-Brienne,10
Saint-Léger-sous-Cholet,49
Saint-Léger-sous-la-Bussière,71
Saint-Léger-sur-Dheune,71
Saint-Léger-Vauban,89
Saint-Léomer,86
Saint-Léon,31
Saint-Léon,33
Saint-Léonard,76
Saint-Léonard,62
Saint-Léonard,51
Saint-Léonard-de-Noblat,87
Saint-Léon-sur-l'Isle,24
Saint-Léry,56
Saint-Leu-d'Esserent,60
Saint-Leu-la-Forêt,95
Saint-Lézin,49
Saint-Lin,17
Saint-Lin,79
Saint-Lô,50
Saint-Longis,72
Saint-Lon-les-Mines,40
Saint-Lothain,39
Saint-Loubert,33
Saint-Loubès,33
Saint-Louis,68
Saint-Louis-de-Montferrand,33
Saint-Louis-lès-Bitche,57
Saint-Loup,39
Saint-Loup,69
Saint-Loup,3
Saint-Loup-des-Vignes,45
Saint-Loup-Géanges,71
Saint-Loup-Lamairé,79
Saint-Loup-sur-Semouse,70
Saint-Lubin-de-la-Haye,28
Saint-Lubin-des-Joncherets,28
Saint-Luc,76
Saint-Lumine-de-Clisson,44
Saint-Lumine-de-Coutais,44
Saint-Lunaire,35
Saint-Lupicin,39
Saint-Lyé,10
Saint-Lyphard,44
Saint-Lys,31
Saint-Macaire,33
Saint-Macaire-du-Bois,49
Saint-Macaire-en-Mauges,49
Saint-Maclou,27
Saint-Magne-de-Castillon,33
Saint-Maigrin,17
Saint-Maixant,33
Saint-Maixent-l'École,79
Saint-Maixme-Hauterive,28
Saint-Malo,35
Saint-Mamert-du-Gard,30
Saint-Mammès,77
Saint-Mandé,94
Saint-Mandrier-sur-Mer,83
Saint-Manvieu-Bocage,14
Saint-Manvieu-Norrey,14
Saint-Marceau,8
Saint-Marcel,56
Saint-Marcel,71
Saint-Marcel,73
Saint-Marcel,27
Saint-Marcel,70
Saint-Marcel-d'Ardèche,7
Saint-Marcel-lès-Annonay,7
Saint-Marcel-lès-Valence,26
Saint-Marcellin,38
Saint-Marcellin-en-Forez,42
Saint-Marcel-Paulel,31
Saint-Marcel-sur-Aude,11
Saint-Marc-Jaumegarde,13
Saint-Mard,77
Saint-Mard-de-Vaux,71
Saint-Mards-de-Blacarville,27
Saint-Mards-en-Othe,10
Saint-Mariens,33
Saint-Mars-de-Coutais,44
Saint-Mars-la-Brière,72
Saint-Mars-la-Jaille,44
Saint-Mars-la-Réorthe,85
Saint-Mars-sous-Ballon,72
Saint-Martial,33
Saint-Martial-d'Artenset,24
Saint-Martial-de-Mirambeau,17
Saint-Martial-de-Valette,24
Saint-Martial-de-Vitaterne,17
Saint-Martial-sur-Né,17
Saint-Martin,67
Saint-Martin,66
Saint-Martin-au-Laërt,62
Saint-Martin-aux-Arbres,76
Saint-Martin-Belle-Roche,71
Saint-Martin-Boulogne,62
Saint-Martin-d'Abbat,45
Saint-Martin-d'Ablois,51
Saint-Martin-d'Ardèche,7
Saint-Martin-d'Armagnac,32
Saint-Martin-d'Ary,17
Saint-Martin-d'Aubigny,50
Saint-Martin-d'Auxigny,18
Saint-Martin-d'Auxy,71
Saint-Martin-de-Belleville,73
Saint-Martin-de-Boscherville,76
Saint-Martin-de-Caralp,9
Saint-Martin-de-Crau,13
Saint-Martin-d'Écublei,61
Saint-Martin-de-Fontenay,14
Saint-Martin-de-Gurson,24
Saint-Martin-de-Lamps,36
Saint-Martin-de-Landelles,50
Saint-Martin-de-la-Place,49
Saint-Martin-de-Laye,33
Saint-Martin-de-Londres,34
Saint-Martin-de-Mâcon,79
Saint-Martin-de-Mailloc,14
Saint-Martin-de-Nigelles,28
Saint-Martin-de-Ré,17
Saint-Martin-de-Ribérac,24
Saint-Martin-de-Saint-Maixent,79
Saint-Martin-des-Champs,29
Saint-Martin-de-Seignanx,40
Saint-Martin-des-Entrées,14
Saint-Martin-de-Sescas,33
Saint-Martin-des-Noyers,85
Saint-Martin-de-Valgalgues,30
Saint-Martin-de-Villereglan,11
Saint-Martin-d'Hardinghem,67
Saint-Martin-d'Hères,38
Saint-Martin-d'Oney,40
Saint-Martin-du-Bois,33
Saint-Martin-du-Fouilloux,79
Saint-Martin-du-Frêne,1
Saint-Martin-du-Manoir,76
Saint-Martin-du-Mont,1
Saint-Martin-du-Puy,33
Saint-Martin-d'Uriage,38
Saint-Martin-du-Tertre,89
Saint-Martin-du-Tilleul,27
Saint-Martin-du-Var,6
Saint-Martin-en-Gâtinois,71
Saint-Martin-en-Haut,69
Saint-Martinien,3
Saint-Martin-Labouval,46
Saint-Martin-Lacaussade,33
Saint-Martin-la-Garenne,78
Saint-Martin-Lalande,11
Saint-Martin-la-Plaine,42
Saint-Martin-le-Beau,37
Saint-Martin-le-Gaillard,76
Saint-Martin-lès-Melle,79
Saint-Martin-le-Vinoux,38
Saint-Martin-Longueau,60
Saint-Martin-Lys,11
Saint-Martin-Osmonville,76
Saint-Martin-sous-Montaigu,71
Saint-Martin-sur-le-Pré,51
Saint-Martin-sur-Nohain,58
Saint-Martin-sur-Ouanne,89
Saint-Martin-Valmeroux,15
Saint-Martin-Vésubie,6
Saint-Martory,31
Saint-Mary,16
Saint-Masmes,51
Saint-Mathieu,87
Saint-Mathieu-de-Tréviers,34
Saint-Mathurin,85
Saint-Mathurin-sur-Loire,49
Saint-Matré,46
Saint-Maur,3
Saint-Maur,18
Saint-Maur-des-Fossés,94
Saint-Maurice,63
Saint-Maurice,94
Saint-Maurice-aux-Riches-Hommes,89
Saint-Maurice-Colombier,25
Saint-Maurice-d'Ardèche,7
Saint-Maurice-de-Beynost,1
Saint-Maurice-de-Cazevieille,30
Saint-Maurice-de-Gourdans,1
Saint-Maurice-de-Lignon,43
Saint-Maurice-de-Satonnay,71
Saint-Maurice-de-Tavernole,17
Saint-Maurice-d'Ibie,7
Saint-Maurice-en-Gourgois,42
Saint-Maurice-la-Clouère,86
Saint-Maurice-la-Fougereuse,79
Saint-Maurice-la-Souterraine,23
Saint-Maurice-les-Brousses,87
Saint-Maurice-lès-Couches,71
Saint-Maurice-l'Exil,38
Saint-Maurice-sous-les-Côtes,55
Saint-Maurice-sur-Adour,40
Saint-Maurice-sur-Dargoire,69
Saint-Maurice-sur-Eygues,26
Saint-Maurice-sur-Moselle,88
Saint-Max,54
Saint-Maxent,80
Saint-Maximin,30
Saint-Maximin,60
Saint-Maximin-la-Sainte-Baume,83
Saint-Méard-de-Gurçon,24
Saint-Médard,16
Saint-Médard-d'Aunis,17
Saint-Médard-de-Guizières,33
Saint-Médard-de-Mussidan,24
Saint-Médard-d'Excideuil,24
Saint-Médard-d'Eyrans,33
Saint-Médard-en-Jalles,33
Saint-Médard-sur-Ille,35
Saint-Méen-le-Grand,35
Saint-Melaine-sur-Aubance,49
Saint-Méloir-des-Bois,22
Saint-Méloir-des-Ondes,35
Saint-Même-les-Carrières,16
Saint-Memmie,51
Saint-Menet,13
Saint-Menge,88
Saint-Menges,8
Saint-Menoux,3
Saint-Merd-la-Breuille,23
Saint-Mesmes,77
Saint-Mesmin,21
Saint-Mesmin,85
Saint-Mesmin/Aube,10
Saint-Mesmin/Dordogne,24
Saint-M'Hervé,35
Saint-M'Hervon,35
Saint-Michel,16
Saint-Michel,2
Saint-Michel-Chef-Chef,44
Saint-Michel-de-Boulogne,7
Saint-Michel-de-Fronsac,33
Saint-Michel-de-Lapujade,33
Saint-Michel-de-la-Roë,53
Saint-Michel-de-Maurienne,73
Saint-Michel-de-Montaigne,24
Saint-Michel-de-Rieufret,33
Saint-Michel-des-Loups,50
Saint-Michel-d'Halescourt,76
Saint-Michel-en-l'Herm,85
Saint-Michel-Lapujade,33
Saint-Michel-le-Cloucq,85
Saint-Michel-l'Écluse-et-Léparon,24
Saint-Michel-l'Observatoire,4
Saint-Michel-Mont-Mercure,85
Saint-Michel-sous-Bois,62
Saint-Michel-sur-Meurthe,88
Saint-Michel-sur-Orge,91
Saint-Michel-sur-Rhône,42
Saint-Michel-sur-Ternoise,62
Saint-Mihiel,55
Saint-Mitre-les-Remparts,13
Saint-Mont,32
Saint-Montan,7
Saint-Moreil,23
Saint-Morillon,33
Saint-Nabord,88
Saint-Nabord,88
Saint-Nabord-sur-Aube,10
Saint-Nazaire,30
Saint-Nazaire,66
Saint-Nazaire,44
Saint-Nazaire-d'Aude,11
Saint-Nazaire-de-Ladarez,34
Saint-Nazaire-de-Pézan,34
Saint-Nazaire-des-Gardies,30
Saint-Nazaire-sur-Charente,17
Saint-Nexans,24
Saint-Nic,29
Saint-Nicolas,62
Saint-Nicolas-d'Aliermont,76
Saint-Nicolas-de-Bourgueil,37
Saint-Nicolas-de-la-Grave,82
Saint-Nicolas-de-la-Taille,76
Saint-Nicolas-de-Macherin,38
Saint-Nicolas-de-Port,54
Saint-Nicolas-de-Redon,44
Saint-Nicolas-du-Pélem,22
Saint-Nicolas-lès-Cîteaux,21
Saint-Nizier-d'Azergues,69
Saint-Nizier-du-Moucherotte,38
Saint-Nizier-sous-Charlieu,42
Saint-Nolff,56
Saint-Nom-la-Bretèche,78
Saint-Omer,62
Saint-Omer-en-Chaussée,60
Saint-Orens-de-Gameville,31
Saint-Orens-Pouy-Petit,32
Saint-Ouen,93
Saint-Ouen,80
Saint-Ouen,41
Saint-Ouen-de-Mimbré,72
Saint-Ouen-du-Breuil,76
Saint-Ouen-la-Rouërie,35
Saint-Ouen-l'Aumône,95
Saint-Ouen-lès-Parey,88
Saint-Ouen-les-Vignes,37
Saint-Ouen-Marchefroy,28
Saint-Ouen-sur-Iton,61
Saint-Ouen-sur-Loire,58
Saint-Ours,63
Saint-Pabu,29
Saint-Pair-sur-Mer,50
Saint-Palais,33
Saint-Palais,64
Saint-Palais-de-Négrignac,17
Saint-Palais-de-Phiolin,17
Saint-Palais-sur-Mer,17
Saint-Pal-de-Chalencon,43
Saint-Pal-de-Mons,43
Saint-Pantaléon-de-Larche,19
Saint-Pantaléon-les-Vignes,26
Saint-Pardoux,79
Saint-Pardoux-Corbier,19
Saint-Pardoux-la-Rivière,24
Saint-Pargoire,34
Saint-Parres-aux-Tertres,10
Saint-Parres-lès-Vaudes,10
Saint-Paterne-Racan,37
Saint-Pathus,77
Saint-Patrice,37
Saint-Paul,4
Saint-Paul,87
Saint-Paul,60
Saint-Paul,6
Saint-Paul,33
Saint-Paul,73
Saint-Paul-Cap-de-Joux,81
Saint-Paul-de-Fenouillet,66
Saint-Paul-de-Jarrat,9
Saint-Paul-de-Loubressac,46
Saint-Paul-de-Varax,1
Saint-Paul-du-Bois,49
Saint-Paul-en-Jarez,42
Saint-Paulet-de-Caisson,30
Saint-Paulien,43
Saint-Paul-la-Roche,24
Saint-Paul-lès-Dax,40
Saint-Paul-lès-Durance,13
Saint-Paul-lès-Romans,26
Saint-Paul-Mont-Penit,85
Saint-Paul-Trois-Châteaux,26
Saint-Pé-de-Bigorre,65
Saint-Pée-sur-Nivelle,64
Saint-Péray,7
Saint-Perdon,40
Saint-Perdoux,24
Saint-Père,58
Saint-Père,89
Saint-Père-en-Retz,44
Saint-Péreuse,58
Saint-Péver,22
Saint-Pey-d'Armens,33
Saint-Pey-de-Castets,33
Saint-Phal,10
Saint-Philbert-de-Bouaine,85
Saint-Philbert-de-Grand-Lieu,44
Saint-Philbert-des-Champs,14
Saint-Philbert-du-Pont-Charrault,85
Saint-Philbert-en-Mauges,49
Saint-Philbert-sur-Risle,27
Saint-Philibert,21
Saint-Philibert,56
Saint-Philippe-d'Aiguille,33
Saint-Philippe-du-Seignal,33
Saint-Phyton,59
Saint-Piat,28
Saint-Pierre,67
Saint-Pierre = PM FSP,
Saint-Pierre-Aigle,2
Saint-Pierre-Bois,67
Saint-Pierre-d'Albigny,73
Saint-Pierre-d'Allevard,38
Saint-Pierre-d'Aurillac,33
Saint-Pierre-d'Autils,27
Saint-Pierre-de-Bailleul,27
Saint-Pierre-de-Bat,33
Saint-Pierre-de-Belleville,73
Saint-Pierre-de-Buf,42
Saint-Pierre-de-Chandieu,69
Saint-Pierre-de-Cheville,72
Saint-Pierre-de-Clairac,47
Saint-Pierre-de-Franqueville,76
Saint-Pierre-de-Fursac,23
Saint-Pierre-de-Maillé,86
Saint-Pierre-de-Manneville,76
Saint-Pierre-de-Mons,33
Saint-Pierre-de-Plesguen,35
Saint-Pierre-des-Corps,37
Saint-Pierre-des-Landes,53
Saint-Pierre-de-Varengeville,76
Saint-Pierre-de-Vassols,84
Saint-Pierre-d'Exideuil,86
Saint-Pierre-d'Irube,64
Saint-Pierre-d'Oléron,17
Saint-Pierre-du-Mont,40
Saint-Pierre-du-Palais,17
Saint-Pierre-du-Perray,91
Saint-Pierre-du-Regard,61
Saint-Pierre-du-Vauvray,27
Saint-Pierre-Église,50
Saint-Pierre-en-Faucigny,74
Saint-Pierre-en-Vaux,21
Saint-Pierre-la-Garenne,27
Saint-Pierre-la-Noue,17
Saint-Pierre-la-Palud,69
Saint-Pierre-le-Moûtier,58
Saint-Pierre-lès-Bitry,60
Saint-Pierre-lès-Elbeuf,76
Saint-Pierre-les-Étieux,18
Saint-Pierre-lès-Nemours,77
Saint-Pierre-le-Vieux,85
Saint-Pierre-le-Viger,76
Saint-Pierremont,2
Saint-Pierremont,8
Saint-Pierre-Montlimart,49
Saint-Pierre-Quiberon,56
Saint-Pierre-sur-Dives,14
Saint-Pierre-Toirac,46
Saint-Plancard,31
Saint-Point-Lac,25
Saint-Pois,50
Saint-Pol-de-Léon,29
Saint-Pol-sur-Mer,59
Saint-Pol-sur-Ternoise,62
Saint-Polycarpe,11
Saint-Pons-de-Thomières,34
Saint-Pons-la-Calm,30
Saint-Pourçain-sur-Sioule,3
Saint-Prest,28
Saint-Preuil,16
Saint-Priest,7
Saint-Priest,23
Saint-Priest,69
Saint-Priest-de-Gimel,19
Saint-Priest-des-Champs,63
Saint-Priest-en-Jarez,42
Saint-Priest-la-Prugne,42
Saint-Priest-les-Fougères,24
Saint-Priest-Palus,23
Saint-Priest-sous-Aixe,87
Saint-Privat,34
Saint-Privat-des-Vieux,30
Saint-Privé,89
Saint-Privé,71
Saint-Prix,3
Saint-Prix,95
Saint-Projet-Saint-Constant,16
Saint-Prouant,85
Saint-Pryvé-Saint-Mesmin,45
Saint-Puy,32
Saint-Quay-Perros,22
Saint-Quay-Portrieux,22
Saint-Quentin,2
Saint-Quentin-au-Bosc,76
Saint-Quentin-de-Baron,33
Saint-Quentin-de-Caplong,33
Saint-Quentin-des-Isles,27
Saint-Quentin-des-Prés,60
Saint-Quentin-du-Dropt,47
Saint-Quentin-en-Yvelines,78
Saint-Quentin-Fallavier,38
Saint-Quentin-la-Motte-Croix-au-Bailly,80
Saint-Quentin-Lamotte-Croix-au-Bailly,80
Saint-Quentin-la-Poterie,30
Saint-Quentin-les-Chardonnets,61
Saint-Quentin-sur-Isère,38
Saint-Quentin-sur-le-Homme,50
Saint-Quirin,57
Saint-Rambert-d'Albon,26
Saint-Rambert-en-Bugey,1
Saint-Raphaël,83
Saint-Règle,37
Saint-Rémy,71
Saint-Rémy,14
Saint-Rémy,12
Saint-Rémy,21
Saint-Rémy-au-Bois,62
Saint-Rémy-Boscrocourt,76
Saint-Remy-Chaussée,59
Saint-Rémy-de-Maurienne,73
Saint-Rémy-de-Provence,13
Saint-Rémy-du-Val,72
Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,51
Saint-Remy-en-l'Eau,60
Saint-Rémy-en-Mauges,49
Saint-Rémy-la-Vanne,77
Saint-Rémy-lès-Chevreuse,78
Saint-Rémy-l'Honoré,78
Saint-Rémy-sur-Avre,28
Saint-Remy-sur-Bussy,51
Saint-Rémy-sur-Creuse,86
Saint-Rémy-sur-Durolle,63
Saint-Renan,29
Saint-Restitut,26
Saint-Révérend,85
Saint-Roch,37
Saint-Rogatien,17
Saint-Romain,16
Saint-Romain,21
Saint-Romain-au-Mont-d'Or,69
Saint-Romain-d'Ay,7
Saint-Romain-de-Benet,17
Saint-Romain-de-Colbosc,76
Saint-Romain-de-Jalionas,38
Saint-Romain-de-Lerps,7
Saint-Romain-de-Popey,69
Saint-Romain-d'Urfé,42
Saint-Romain-en-Gal,69
Saint-Romain-en-Gier,69
Saint-Romain-en-Jarez,42
Saint-Romain-en-Viennois,84
Saint-Romain-et-Saint-Clément,24
Saint-Romain-Lachalm,43
Saint-Romain-la-Virvée,33
Saint-Romain-le-Puy,42
Saint-Romain-sur-Cher,41
Saint-Roman,26
Saint-Roman-de-Malegarde,84
Saint-Romans,38
Saint-Rome-de-Cernon,12
Saint-Rome-de-Tarn,12
Saintry-sur-Seine,91
Saint-Saëns,76
Saint-Salvy-de-la-Balme,81
Saint-Samson,22
Saint-Samson-de-Bonfossé,50
Saint-Sandoux,63
Saint-Santin-Aveyron,12
Saint-Sardos,82
Saint-Satur,18
Saint-Saturnin,63
Saint-Saturnin,34
Saint-Saturnin,15
Saint-Saturnin,18
Saint-Saturnin,72
Saint-Saturnin-d'Apt,84
Saint-Saturnin-de-Lucian,34
Saint-Saturnin-du-Limet,53
Saint-Saturnin-lès-Avignon,84
Saint-Saulve,59
Saint-Sauvant,86
Saint-Sauvant,17
Saint-Sauveur,33
Saint-Sauveur,60
Saint-Sauveur,86
Saint-Sauveur,80
Saint-Sauveur,79
Saint-Sauveur,24
Saint-Sauveur,31
Saint-Sauveur,38
Saint-Sauveur,70
Saint-Sauveur-d'Aunis,17
Saint-Sauveur-de-Meilhan,47
Saint-Sauveur-de-Montagut,7
Saint-Sauveur-de-Peyre,48
Saint-Sauveur-de-Puynormand,33
Saint-Sauveur-des-Landes,35
Saint-Sauveur-en-Rue,42
Saint-Sauveur-le-Vicomte,50
Saint-Sauvy,32
Saint-Savin,33
Saint-Savin,86
Saint-Savin-de-Blay,33
Saint-Savinien,17
Saint-Saviol,86
Saint-Sébastien-de-Morsent,27
Saint-Sébastien-sur-Loire,44
Saint-Secondin,86
Saint-Selve,33
Saint-Senier-sous-Avranches,50
Saint-Sériès,34
Saint-Sernin,47
Saint-Sernin-du-Bois,71
Saint-Sernin-du-Plain,71
Saint-Sernin-sur-Rance,12
Saint-Seuri-de-Bourg,33
Saint-Seurin-de-Bourg,33
Saint-Seurin-de-Cadourne,33
Saint-Seurin-de-Cursac,33
Saint-Seurin-sur-l'Isle,33
Saint-Sever,40
Saint-Sever-Calvados,14
Saint-Séverin,16
Saint-Séverin-sur-Boutonne,17
Saints-Geosmes,52
Saint-Sigismond-de-Clermont,17
Saint-Silvain-Bellegarde,23
Saint-Silvain-sous-Toulx,23
Saint-Siméon-de-Bressieux,38
Saint-Simon,15
Saint-Simon,2
Saint-Simon-de-Bordes,17
Saint-Sorlin,38
Saint-Sorlin-en-Bugey,1
Saint-Sornin,16
Saint-Sornin,17
Saint-Sornin-Leulac,87
Saint-Soupplets,77
Saint-Sulpice,60
Saint-Sulpice,81
Saint-Sulpice-de-Cognac,16
Saint-Sulpice-de-Faleyrens,33
Saint-Sulpice-de-Pommiers,33
Saint-Sulpice-de-Royan,17
Saint-Sulpice-des-Rivoires,38
Saint-Sulpice-et-Cameyrac,33
Saint-Sulpice-Laurière,87
Saint-Sulpice-le-Dunois,23
Saint-Sulpice-le-Guérétois,23
Saint-Sulpice-les-Feuilles,87
Saint-Sulpice-le-Verdon,85
Saint-Sulpice-sur-Lèze,31
Saint-Sulpice-sur-Risle,61
Saint-Sylvain-d'Anjou,49
Saint-Sylvestre,87
Saint-Sylvestre-Cappel,59
Saint-Sylvestre-sur-Lot,47
Saint-Symphorien,72
Saint-Symphorien,33
Saint-Symphorien,79
Saint-Symphorien-de-Lay,42
Saint-Symphorien-des-Bruyères,61
Saint-Symphorien-d'Ozon,69
Saint-Symphorien-sous-Chomérac,7
Saint-Symphorien-sur-Coise,69
Saint-Symphorien-sur-Couze,87
Saint-Thibaud-de-Couz,73
Saint-Thibault,10
Saint-Thibault-des-Vignes,77
Saint-Thibéry,34
Saint-Thierry,51
Saint-Thomas,31
Saint-Thomas-de-Conac,17
Saint-Thomas-en-Royans,26
Saint-Thonan,29
Saint-Thual,35
Saint-Thurial,35
Saint-Thuriau,56
Saint-Thurien,27
Saint-Thurien,29
Saint-Tricat,62
Saint-Trivier-de-Courtes,1
Saint-Trivier-sur-Moignans,1
Saint-Trojan,33
Saint-Trojan-les-Bains,17
Saint-Tropez,83
Saint-Tugdual,56
Saint-Ulphace,72
Saint-Urbain-Sur-Marne,52
Saint-Urcisse,81
Saint-Usage,21
Saint-Usuge,71
Saint-Uze,26
Saint-Vaast-Dieppedalle,76
Saint-Vaast-la-Hougue,50
Saint-Vaast-lès-Mello,60
Saint-Vaize,17
Saint-Valbert,70
Saint-Valentin,36
Saint-Valérien,89
Saint-Valery-en-Caux,76
Saint-Valéry-sur-Bresle,60
Saint-Valery-sur-Somme,80
Saint-Vallerin,71
Saint-Vallier,26
Saint-Vallier,71
Saint-Vallier-de-Thiey,6
Saint-Vallier-sur-Marne,52
Saint-Varent,79
Saint-Vaury,23
Saint-Venant,62
Saint-Vérand,38
Saint-Vérand,71
Saint-Vérand,69
Saint-Viance,19
Saint-Viaud,44
Saint-Victor,3
Saint-Victor,7
Saint-Victor-de-Cessieu,38
Saint-Victor-de-Malcap,30
Saint-Victor-de-Morestel,38
Saint-Victoret,13
Saint-Victor-l'Abbaye,76
Saint-Victor-la-Coste,30
Saint-Victor-Rouzaud,9
Saint-Victor-sur-Loire,42
Saint-Victor-sur-Rhins,42
Saint-Victurnien,87
Saint-Vigor,27
Saint-Vigor-d'Ymonville,76
Saint-Vigor-le-Grand,14
Saint-Vincent-de-Barbeyrargues,34
Saint-Vincent-de-Boisset,42
Saint-Vincent-de-Connezac,24
Saint-Vincent-de-Mercuze,38
Saint-Vincent-de-Paul,40
Saint-Vincent-de-Paul,33
Saint-Vincent-de-Pertignas,33
Saint-Vincent-de-Reins,69
Saint-Vincent-des-Landes,44
Saint-Vincent-des-Prés,72
Saint-Vincent-de-Tyrosse,40
Saint-Vincent-du-Boulay,27
Saint-Vincent-en-Bresse,71
Saint-Vincent-Lespinasse,82
Saint-Vincent-Rive-d'Olt,46
Saint-Vincent-sur-Oust,56
Saint-Vit,25
Saint-Vite,47
Saint-Vivien,17
Saint-Vivien-de-Blaye,33
Saint-Vivien-de-Médoc,33
Saint-Vivien-de-Monségur,33
Saint-Vougay,29
Saint-Vrain,91
Saint-Vran,22
Saint-Vulbas,1
Saint-Wandrille-Rançon,76
Saint-Witz,95
Saint-Xandre,17
Saint-Yan,71
Saint-Yorre,3
Saint-Yrieix-la-Perche,87
Saint-Yrieix-les-Bois,23
Saint-Yrieix-sur-Charente,16
Saint-Ythaire,71
Saint-Yvi,29
Saint-Yzan-de-Soudiac,33
Saint-Yzans-de-Médoc,33
Sainville,28
Saix,86
Saïx,81
Salaise-sur-Sanne,38
Salaunes,33
Salbris,41
Saleilles,66
Salernes,83
Saleux,80
Salies-de-Béarn,64
Salies-du-Salat,31
Salignac,33
Salignac-sur-Charente,17
Saligny-sur-Roudon,3
Salin-de-Giraud,13
Salindres,30
Salinelles,30
Salins-les-Bains,39
Sallanches,74
Sallaumines,62
Sallebuf,33
Sallèdes,63
Sallèles-Cabardès,11
Sallèles-d'Aude,11
Sallertaine,85
Salles,33
Salles-Arbuissonnas-en-Beaujolais,69
Salles-Courbatiès,12
Salles-d'Angles,16
Salles-d'Aude,11
Salles-et-Pratviel,31
Salles-Lavalette,16
Salles-Mongiscard,64
Salles-sur-Garonne,31
Salles-sur-Mer,17
Salomé,59
Salon-de-Provence,13
Salouël,80
Salses-le-Château,66
Salsigne,11
Salvagnac,81
Salvezines,11
Salviac,46
Samatan,32
Samazan,47
Sambin,41
Saméon,59
Samer,62
Sammarçolles,86
Sammeron,77
Samoëns,74
Samois-sur-Seine,77
Samonac,33
Samoreau,77
Sampans,39
Sampigny-lès-Maranges,71
Sanary-sur-Mer,83
Sancé,71
Sancerre,18
Sancey-le-Grand,25
Sancey-le-Long,25
Sancheville,28
Sancoins,18
Sand,67
Sandillon,45
Sandouville,76
Sandrancourt,78
Sangatte,62
Sanguinet,40
Sanilhac,7
Sannes,84
San-Nicolao,2B
Sannois,95
Sanous,65
Sansac-de-Marmiesse,15
Sanssac-l'Église,43
Santa-Maria-Poggio,2B
Santenay,21
Santeny,94
Santes,59
Santoche,25
Santranges,18
Sanvensa,12
Sanvignes-les-Mines,71
Saône,25
Saou,26
Sapois,88
Saran,45
Sarbazan,40
Sarceaux,61
Sarcelles,95
Sarcey,69
Sarcey,52
Sarcy,51
Sare,64
Sargé-sur-Braye,41
Sari-d'Orcino,2A
Sarlande,24
Sarlat-la-Canéda,24
Sarp,65
Sarragachies,32
Sarralbe,57
Sarraltroff,57
Sarran,19
Sarrancolin,65
Sarras,7
Sarrebourg,57
Sarreguemines,57
Sarreinsming,57
Sarre-Union,67
Sarrewerden,67
Sarrians,84
Sarrola-Carcopino,2A
Sars-et-Rosières,59
Sartène,2A
Sartrouville,78
Sarzeau,56
Sassangy,71
Sassay,41
Sassenage,38
Sasseville,76
Sassierges-Saint-Germain,36
Sathonay-Camp,69
Satolas-et-Bonce,38
Saturargues,34
Saubusse,40
Saucats,33
Saucourt,80
Saudoy,51
Saugnacq-et-Muret,40
Saugues,43
Saujon,17
Saulce-sur-Rhône,26
Saulcet,3
Saulcy,10
Saulcy-sur-Meurthe,88
Saulieu,21
Saulnes,54
Saulnières,28
Saulny,57
Saulon-la-Chapelle,21
Saulon-la-Rue,21
Sault,84
Saultain,59
Sault-Brénaz,1
Sault-de-Navailles,64
Sault-lès-Rethel,8
Saulty,62
Saulx,70
Saulx-les-Chartreux,91
Saulxures-lès-Nancy,54
Saulxures-sur-Moselotte,88
Saulzais-le-Potier,18
Saulzet-le-Chaud,63
Sauméjan,47
Saumur,49
Saunay,37
Sausheim,68
Saussay,76
Saussay-la-Campagne,27
Sausset-les-Pins,13
Saussignac,24
Saussines,34
Sauternes,33
Sauteyrargues,34
Sautron,44
Sauvagnon,64
Sauvelade,64
Sauverny,1
Sauveterre-de-Béarn,64
Sauveterre-de-Guyenne,33
Sauveterre-la-Lémance,47
Sauvian,34
Sauviat-sur-Vige,87
Sauvigney-lès-Pesmes,70
Sauvigny-les-Bois,58
Sauvoy,55
Saux,46
Sauzet,46
Sauzet,26
Sauzé-Vaussais,79
Sauzon,56
Savasse,26
Savenay,44
Savennières,49
Saverdun,9
Saverne,67
Savignac,33
Savignac,12
Savignac-de-Duras,47
Savignac-de-l'Isle,33
Savignac-Lédrier,24
Savignargues,30
Savigné,86
Savigné-l'Évêque,72
Savigné-sur-Lathan,37
Savigneux,42
Savigny,69
Savigny-en-Revermont,71
Savigny-en-Sancerre,18
Savigny-en-Véron,37
Savigny-lès-Beaune,21
Savigny-le-Temple,77
Savigny-Lévescault,86
Savigny-sous-Mâlain,21
Savigny-sur-Aisne,8
